id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,house_condition,grade,sqft_above,sqft_basement,year_built,zipcode,lat,long,sqft_living_15
4435000705,2014-07-08,160000.0,3,1.0,1350,8700.0,1.5,0,1,3,6.0,1350.0,0,1942.0,98188,47.4497,-122.289,1300
4435000705,2015-03-09,255500.0,3,1.0,1350,8700.0,1.5,0,1,3,6.0,1350.0,0,1942.0,98188,47.4497,-122.289,1300
4435000705,2015-03-09,255500.0,3,1.0,1350,8700.0,1.5,0,1,3,6.0,1350.0,0,1942.0,98188,47.4497,-122.289,1300
2225059118,2014-12-02,949000.0,4,2.75,2980,42253.0,1.0,0,1,4,9.0,1860.0,1120,1973.0,98005,47.6392,-122.163,2980
5126900405,2014-07-31,169500.0,2,1.0,790,7450.0,1.0,0,1,4,6.0,790.0,0,1944.0,98058,47.4743,-122.17,800
5603800110,2014-09-15,586000.0,4,2.25,2130,9000.0,2.0,0,1,4,8.0,2130.0,0,1965.0,98006,47.5716,-122.159,2110
2426059076,2015-02-03,680000.0,4,2.5,2700,37431.0,1.0,0,1,4,8.0,1600.0,1100,1978.0,98072,47.7258,-122.117,2290
3260200110,2014-12-08,851500.0,3,2.0,3200,18184.0,1.0,0,1,5,8.0,2000.0,1200,1977.0,98005,47.6034,-122.172,1670
4235401055,2014-05-14,582500.0,2,1.5,1159,4800.0,1.0,0,1,3,7.0,1159.0,0,1948.0,98199,47.6592,-122.399,1640
1823049144,2015-01-28,225000.0,3,1.0,1000,9295.0,1.0,0,1,3,7.0,1000.0,0,1955.0,98146,47.484,-122.346,1320
7012200215,2014-12-31,795000.0,3,3.25,2260,3727.0,2.0,0,1,3,8.0,1880.0,380,2003.0,98119,47.6422,-122.361,1600
5149300100,2014-08-18,304999.0,4,2.25,2270,9600.0,1.0,0,1,3,7.0,1290.0,980,1976.0,98023,47.3261,-122.355,1930
7335400215,2015-05-05,95000.0,1,0.75,760,5746.0,1.0,0,1,4,5.0,760.0,0,1915.0,98002,47.3046,-122.215,970
7227501450,2014-10-16,240000.0,4,1.75,1420,5382.0,1.0,0,1,5,5.0,1040.0,380,1942.0,98056,47.4946,-122.187,1150
8146300025,2014-08-13,772000.0,4,2.5,2500,8680.0,1.0,0,1,4,7.0,1250.0,1250,1958.0,98004,47.6073,-122.192,2140
3530540090,2014-11-13,245000.0,2,1.5,1450,6258.0,1.0,0,1,4,8.0,1450.0,0,1983.0,98198,47.3785,-122.322,1460
9284802215,2014-12-05,430000.0,5,3.0,2500,5750.0,1.0,0,1,3,8.0,1430.0,1070,1999.0,98126,47.551,-122.369,1980
1250202430,2014-06-11,799000.0,3,1.5,2210,6300.0,1.5,0,1,5,8.0,2210.0,0,1916.0,98144,47.5892,-122.29,2700
1241900028,2015-04-17,880000.0,5,2.75,3020,9187.0,2.0,0,1,3,9.0,3020.0,0,2007.0,98033,47.6806,-122.167,2250
8691400600,2014-12-08,750000.0,4,2.5,3290,7538.0,2.0,0,1,3,9.0,3290.0,0,2004.0,98075,47.598,-121.972,3450
3905081500,2014-06-04,532000.0,3,2.5,1820,4910.0,2.0,0,1,3,8.0,1820.0,0,1993.0,98029,47.5703,-121.996,2090
5611000090,2014-08-05,525000.0,4,2.75,2500,10330.0,1.0,0,1,4,8.0,1380.0,1120,1978.0,98155,47.7743,-122.286,2270
2013800705,2014-11-17,239000.0,2,1.0,1210,9375.0,1.0,0,2,4,7.0,1210.0,0,1952.0,98198,47.3865,-122.322,1680
9276200850,2014-06-16,460000.0,2,1.5,1090,4000.0,1.0,0,1,3,8.0,970.0,120,1951.0,98116,47.5798,-122.393,1700
2785000110,2014-06-05,540000.0,4,2.25,1330,8400.0,1.5,0,1,3,8.0,1330.0,0,1962.0,98005,47.6078,-122.169,2270
2919702655,2014-06-06,475000.0,2,1.0,890,4590.0,1.0,0,1,3,7.0,890.0,0,1923.0,98117,47.6901,-122.362,1310
3942900115,2015-04-21,445000.0,3,1.75,1360,4998.0,1.0,0,1,3,8.0,1360.0,0,1968.0,98108,47.547,-122.302,1350
5452301810,2014-09-05,1575000.0,5,3.75,4220,9240.0,2.0,0,3,5,11.0,3420.0,800,1991.0,9804,47.5895,-122.229,3380
5104511730,2015-04-09,549950.0,4,2.5,3780,6800.0,2.0,0,1,3,8.0,3780.0,0,2004.0,98038,47.3526,-122.012,3640
3923400123,2014-10-17,294950.0,4,2.0,2610,14321.0,1.5,0,1,4,6.0,1690.0,920,1940.0,98188,47.4672,-122.296,1630
2249500367,2014-10-21,736000.0,3,2.5,1980,2975.0,3.0,0,3,3,8.0,1980.0,0,1993.0,98109,47.6294,-122.344,1980
2916600110,2015-04-30,214946.0,3,1.75,1290,8688.0,1.0,0,1,4,7.0,1290.0,0,1980.0,98042,47.3655,-122.08,1750
3629921140,2014-10-30,856000.0,5,3.25,3620,5500.0,2.0,0,3,3,9.0,3620.0,0,2003.0,98029,47.5442,-121.996,3260
8682250090,2014-05-04,775000.0,2,2.5,2680,7392.0,1.0,0,1,3,9.0,2680.0,0,2004.0,98053,47.717,-122.026,2315
6929602605,2015-02-03,205000.0,3,1.75,1200,8631.0,1.0,0,1,3,7.0,1200.0,0,1959.0,98198,47.3864,-122.308,1564
8550001515,2014-10-01,429592.0,2,2.75,1992,10946.0,1.5,1,5,5,6.0,1288.0,704,1903.0,9807,47.3551,-122.475,1110
1775800740,2015-02-06,414250.0,4,1.75,1640,13566.0,1.0,0,1,4,7.0,1120.0,520,1977.0,98072,47.7423,-122.099,1470
1773101340,2015-02-02,399950.0,4,2.75,1920,4400.0,1.0,0,1,4,6.0,960.0,960,1906.0,98106,47.5532,-122.365,1040
5561710110,2014-10-14,319990.0,3,2.25,1840,7326.0,1.0,0,1,5,7.0,1370.0,470,1979.0,98031,47.3958,-122.168,2050
1115800110,2015-01-09,524000.0,3,1.5,1310,9471.0,1.0,0,1,4,8.0,1310.0,0,1970.0,98052,47.6644,-122.148,2100
2131701240,2015-01-08,349950.0,2,1.0,1050,6317.0,1.5,0,1,4,7.0,1050.0,0,1913.0,98019,47.7364,-121.981,1600
8827901450,2014-10-31,889000.0,4,2.5,2570,4480.0,1.5,0,1,4,8.0,1580.0,990,1927.0,98105,47.6701,-122.291,2070
4302200336,2014-07-07,300000.0,3,1.0,930,5160.0,1.5,0,1,5,6.0,930.0,0,1919.0,98106,47.5256,-122.357,1060
7550800916,2014-06-02,395000.0,1,1.0,730,3000.0,1.0,0,1,3,7.0,730.0,0,1911.0,98107,47.6741,-122.396,1520
534000112,2015-02-03,348000.0,2,2.5,1270,1242.0,3.0,0,1,3,7.0,1270.0,0,2008.0,98117,47.701,-122.362,1280
3885801450,2015-02-26,830000.0,2,1.0,1150,6000.0,1.0,0,2,4,7.0,710.0,440,1921.0,98033,47.6841,-122.213,2450
522059013,2014-06-12,173000.0,2,1.0,820,10450.0,1.0,0,1,4,7.0,820.0,0,1965.0,98055,47.4261,-122.199,1240
3342700405,2014-05-22,585000.0,4,1.75,3000,42200.0,1.0,0,4,3,7.0,1500.0,1500,1950.0,98056,47.5265,-122.202,2500
9276201140,2015-02-13,576750.0,3,2.0,2220,5000.0,1.0,0,1,4,7.0,1110.0,1110,1966.0,98116,47.5807,-122.394,1450
7972601280,2015-05-04,495000.0,5,3.25,2500,7620.0,1.0,0,4,3,7.0,1250.0,1250,1962.0,98106,47.5298,-122.344,2020
2734100734,2014-10-15,216650.0,3,3.5,1540,1427.0,2.0,0,1,3,7.0,1360.0,180,2007.0,98109,47.542,-122.322,1220
4022900077,2015-04-13,615000.0,4,2.75,2750,15450.0,1.0,0,1,3,8.0,1800.0,950,1978.0,98155,47.7749,-122.283,2750
1777600490,2014-10-24,675000.0,4,2.5,3130,12463.0,1.0,0,1,4,8.0,1620.0,1510,1978.0,98006,47.569,-122.127,2740
2193310300,2015-04-01,510000.0,3,2.0,1430,9250.0,1.0,0,1,4,8.0,990.0,440,1983.0,98052,47.6952,-122.096,1830
7885800900,2014-08-01,359950.0,4,2.5,3010,5701.0,2.0,0,1,3,8.0,3010.0,0,2003.0,98042,47.3492,-122.152,3010
1545800090,2014-10-03,265000.0,3,1.5,1530,7500.0,1.5,0,1,3,7.0,1530.0,0,1986.0,98038,47.3639,-122.055,2080
7131300025,2014-05-21,210000.0,3,1.0,1240,4842.0,1.0,0,1,4,6.0,1240.0,0,1916.0,98118,47.5166,-122.269,1540
3221079055,2015-03-25,367000.0,3,2.5,2260,93218.0,1.0,0,3,4,6.0,2260.0,0,1998.0,98022,47.2582,-121.935,2180
9184700535,2015-04-13,1075000.0,4,2.25,2820,5000.0,1.5,0,3,4,9.0,1800.0,1020,1926.0,98122,47.6097,-122.287,2880
723049476,2014-07-24,203000.0,3,2.25,1630,9145.0,1.0,0,1,3,7.0,1630.0,0,1960.0,98146,47.5,-122.347,1630
8556800100,2015-01-21,535000.0,4,2.5,2880,23994.0,2.0,0,4,3,9.0,2880.0,0,2002.0,98022,47.2124,-122.005,2470
9830200475,2015-03-23,525000.0,3,3.25,2200,7440.0,2.0,0,1,4,7.0,1710.0,490,1947.0,98118,47.5409,-122.268,1260
2525000690,2015-03-09,347500.0,3,1.75,1620,7500.0,1.0,0,1,3,7.0,1220.0,400,1981.0,98059,47.4815,-122.162,1470
1891100090,2014-05-05,620000.0,3,1.75,1480,2185.0,2.5,0,1,3,9.0,1480.0,0,2005.0,98034,47.6945,-122.17,1480
3447000100,2015-04-22,645000.0,4,2.5,2250,10696.0,2.0,0,1,3,8.0,2250.0,0,1996.0,98006,47.5715,-122.128,2340
7968460110,2014-06-19,280000.0,3,2.0,1790,42399.0,1.0,0,1,4,7.0,1790.0,0,1990.0,98092,47.3143,-122.134,1330
5101406489,2015-05-01,432000.0,3,2.0,1400,6380.0,1.0,0,1,4,7.0,700.0,700,1924.0,98125,47.7015,-122.316,1690
9275702350,2014-12-22,790000.0,3,1.5,2390,4452.0,2.0,0,2,3,9.0,1790.0,600,1929.0,98126,47.5826,-122.378,2610
7752000090,2015-01-13,635000.0,4,1.75,2400,10050.0,1.0,0,1,5,8.0,2400.0,0,1957.0,98008,47.6339,-122.124,1680
293000165,2014-08-19,442000.0,3,1.5,2050,6384.0,1.0,0,1,3,7.0,1350.0,700,1958.0,98126,47.5325,-122.378,1590
7852100110,2015-04-22,490000.0,4,3.0,2640,5267.0,2.0,0,1,3,7.0,2640.0,0,2001.0,98065,47.5298,-121.88,2640
1311000600,2014-09-25,250000.0,5,1.75,2320,7700.0,1.0,0,1,5,7.0,1290.0,1030,1962.0,98001,47.3426,-122.285,1740
1732800820,2014-06-19,1325000.0,4,2.5,2440,3600.0,2.5,0,1,4,8.0,2440.0,0,1902.0,98119,47.6298,-122.362,2440
7893203565,2014-10-27,120000.0,3,1.0,1260,7500.0,1.0,0,1,3,6.0,1260.0,0,1954.0,98198,47.4191,-122.33,1260
9406550100,2014-09-23,325000.0,4,2.5,1930,8458.0,2.0,0,1,3,7.0,1930.0,0,1993.0,98038,47.3645,-122.039,1670
3327000090,2014-06-12,210000.0,4,1.75,1200,7680.0,1.0,0,1,3,7.0,1200.0,0,1968.0,98092,47.3138,-122.192,1490
1220000100,2015-05-04,215000.0,1,1.0,970,7639.0,1.0,0,1,4,5.0,570.0,400,1920.0,98166,47.4655,-122.346,1360
1066600025,2014-10-29,387000.0,3,1.75,1810,10800.0,1.0,0,1,5,8.0,1210.0,600,1968.0,98056,47.5236,-122.184,1800
3626039228,2014-09-18,408000.0,3,1.0,1380,7015.0,1.5,0,1,4,7.0,1380.0,0,1925.0,98117,47.6987,-122.36,1160
7635801032,2014-07-10,410000.0,3,1.0,1470,6500.0,1.0,0,1,4,7.0,1470.0,0,1953.0,98166,47.473,-122.362,1470
4364700600,2014-12-16,216000.0,3,1.0,1010,7920.0,1.0,0,1,3,6.0,1010.0,0,1925.0,98126,47.5249,-122.37,1520
4364700600,2014-12-16,216000.0,3,1.0,1010,7920.0,1.0,0,1,3,6.0,1010.0,0,1925.0,98126,47.5249,-122.37,1520
4364700600,2015-03-30,390000.0,3,1.0,1010,7920.0,1.0,0,1,3,6.0,1010.0,0,1925.0,98126,47.5249,-122.37,1520
4364700600,2015-03-30,390000.0,3,1.0,1010,7920.0,1.0,0,1,3,6.0,1010.0,0,1925.0,98126,47.5249,-122.37,1520
7774200236,2014-12-11,357000.0,3,1.5,1340,11744.0,1.0,0,1,2,7.0,1340.0,0,1950.0,98146,47.4947,-122.36,2020
8025700590,2014-05-19,215000.0,3,1.0,970,7275.0,1.0,0,1,4,7.0,970.0,0,1970.0,98031,47.4006,-122.188,1750
7129302095,2015-02-13,265000.0,3,1.0,1122,6554.0,1.5,0,1,3,5.0,1122.0,0,1900.0,98118,47.5135,-122.257,1610
2997800076,2014-12-09,589950.0,3,2.75,1670,1350.0,3.0,0,1,3,9.0,1350.0,320,2014.0,98116,47.5763,-122.408,1520
7740100015,2015-02-06,440000.0,3,1.75,2840,16851.0,1.0,0,4,3,8.0,1600.0,1240,1950.0,98155,47.7458,-122.287,2650
5279100625,2015-04-29,248000.0,2,1.0,770,8600.0,1.0,0,1,4,4.0,770.0,0,1914.0,98027,47.5325,-122.031,1420
1126059144,2014-09-11,730000.0,3,2.25,2040,130680.0,2.0,0,1,3,9.0,2040.0,0,1977.0,98072,47.7584,-122.136,3080
5409800110,2015-01-19,425000.0,4,2.5,3052,12145.0,2.0,0,1,3,8.0,3052.0,0,2004.0,98003,47.2598,-122.304,2767
7963900100,2014-09-12,680000.0,3,2.5,2620,14248.0,2.0,0,1,4,8.0,1830.0,790,1977.0,98004,47.6281,-122.194,2620
9264910100,2015-02-18,341500.0,5,2.25,3120,10400.0,2.0,0,1,3,8.0,3120.0,0,1980.0,98023,47.3097,-122.34,2160
8819900449,2015-05-08,395000.0,2,1.0,1100,3975.0,1.0,0,1,3,7.0,900.0,200,1950.0,98105,47.6701,-122.286,1110
1525059160,2014-07-31,1225000.0,4,2.75,3410,95396.0,1.5,0,1,4,10.0,3410.0,0,1962.0,98005,47.6547,-122.158,3721
7526800100,2014-07-08,695500.0,5,2.75,2510,9180.0,1.0,0,2,4,8.0,1600.0,910,1975.0,98052,47.6389,-122.098,2650
6385100100,2014-10-02,308000.0,3,1.75,1680,8629.0,1.0,0,1,3,8.0,1200.0,480,1977.0,98198,47.3662,-122.319,1990
2085200261,2015-02-18,422500.0,3,2.0,1960,6450.0,1.0,0,1,4,7.0,1000.0,960,1977.0,98038,47.3972,-122.029,1660
3522900061,2015-04-21,418000.0,2,1.0,1040,6900.0,1.0,0,1,4,7.0,1040.0,0,1915.0,98136,47.5411,-122.391,1620
2570500090,2014-10-07,385000.0,5,1.5,1750,9780.0,1.5,0,1,4,7.0,1750.0,0,1961.0,98028,47.7755,-122.235,1750
5482700100,2014-05-12,876650.0,3,3.25,2170,12508.0,1.5,0,1,5,9.0,1650.0,520,1928.0,9804,47.5665,-122.229,2720
567000268,2014-08-21,450000.0,3,2.5,1639,2710.0,2.0,0,1,3,8.0,1479.0,160,2003.0,98144,47.5924,-122.294,1580
3649100315,2014-06-25,418800.0,4,2.25,2100,9984.0,1.0,0,1,4,7.0,1290.0,810,1973.0,98028,47.7365,-122.242,1930
6821102352,2014-10-08,330000.0,2,1.0,880,1753.0,2.0,0,1,4,7.0,880.0,0,1945.0,98199,47.6475,-122.397,1010
6072300110,2015-04-16,550000.0,3,1.75,1940,8376.0,1.0,0,1,4,8.0,1290.0,650,1963.0,98006,47.5586,-122.173,2400
3223049131,2014-10-30,270000.0,4,2.5,2490,11650.0,1.0,0,1,3,7.0,1390.0,1100,1990.0,98148,47.4416,-122.332,2010
1068000110,2015-04-29,978500.0,3,2.25,2060,7080.0,2.0,0,1,3,9.0,1800.0,260,1940.0,98199,47.6455,-122.409,3070
2600020100,2014-09-30,975000.0,4,2.5,2720,10455.0,2.0,0,3,3,10.0,2500.0,220,1981.0,98006,47.5564,-122.158,3240
5422500110,2014-07-25,455000.0,3,2.25,2180,6850.0,1.0,0,1,3,7.0,1750.0,430,1973.0,98034,47.7246,-122.217,1740
4055700378,2014-10-09,1415000.0,4,3.25,3600,38016.0,2.0,0,3,3,11.0,3310.0,290,1991.0,98034,47.7124,-122.253,2440
795000820,2015-04-06,220000.0,2,1.0,840,9000.0,1.0,0,1,5,6.0,840.0,0,1951.0,98168,47.5033,-122.329,1350
925059113,2014-08-13,490000.0,3,2.0,2370,12196.0,2.0,0,1,4,7.0,2370.0,0,1970.0,98033,47.6734,-122.176,1380
3275000090,2015-04-21,420000.0,4,2.25,2270,9100.0,2.0,0,1,3,7.0,2270.0,0,1978.0,98034,47.7242,-122.17,1710
8946700100,2014-12-08,408500.0,4,2.5,2720,7043.0,2.0,0,1,3,9.0,2720.0,0,2003.0,98092,47.3315,-122.169,2640
809002485,2015-03-27,716000.0,3,1.5,1140,4800.0,1.5,0,1,3,7.0,1140.0,0,1915.0,98109,47.6368,-122.354,1260
5332200405,2014-06-02,965000.0,4,2.5,2460,5000.0,2.0,0,1,5,8.0,1620.0,840,1938.0,98112,47.6282,-122.293,2320
1775950100,2015-01-13,357823.0,3,1.5,1240,9196.0,1.0,0,1,3,8.0,1240.0,0,1968.0,98072,47.7562,-122.094,1690
1133000542,2014-08-05,425000.0,3,2.25,1670,9500.0,1.0,0,1,3,7.0,1170.0,500,1977.0,98125,47.7253,-122.309,1470
7905200315,2015-04-16,711777.0,4,1.75,2220,6731.0,1.0,0,1,4,7.0,1110.0,1110,1953.0,98116,47.5691,-122.391,1600
3949600090,2014-12-01,335000.0,3,1.0,980,9903.0,1.0,0,1,4,7.0,980.0,0,1966.0,98028,47.7746,-122.239,1830
9274201730,2014-06-16,825000.0,4,1.5,1890,6938.0,1.5,0,1,3,8.0,1890.0,0,1919.0,98116,47.5896,-122.389,1700
7883604065,2015-05-01,210000.0,2,1.0,1100,6000.0,1.5,0,1,4,6.0,1100.0,0,1900.0,98108,47.5275,-122.323,1280
1158700100,2014-08-11,575000.0,2,1.75,2770,19700.0,2.0,0,1,3,8.0,1780.0,990,1983.0,98177,47.7581,-122.365,2360
8682280490,2014-08-01,431500.0,2,2.0,1370,4866.0,1.0,0,1,3,8.0,1370.0,0,2005.0,98053,47.704,-122.012,1365
224059111,2014-09-03,475000.0,3,1.5,1480,13457.0,1.0,0,1,3,7.0,1480.0,0,1959.0,98007,47.5914,-122.136,2100
4141800215,2014-11-26,1495000.0,4,3.75,3770,4000.0,2.5,0,1,5,9.0,2890.0,880,1916.0,98122,47.6157,-122.287,2800
1668500100,2014-12-10,775000.0,3,2.5,3820,35016.0,2.0,0,1,4,9.0,3820.0,0,1987.0,98053,47.6496,-122.041,3010
1254200615,2014-07-16,635000.0,3,2.5,1530,2978.0,1.0,0,1,3,7.0,1210.0,320,1997.0,98117,47.6796,-122.39,1640
1755700090,2014-08-01,405000.0,3,2.25,1590,7267.0,1.0,0,1,4,7.0,1100.0,490,1976.0,98133,47.7457,-122.332,2060
2414600195,2014-07-21,210000.0,3,1.0,1520,8600.0,1.0,0,1,3,6.0,1040.0,480,1951.0,98168,47.5134,-122.335,1320
3592500985,2015-05-04,880000.0,4,2.5,2350,4675.0,2.0,0,1,3,9.0,2150.0,200,1923.0,98112,47.6344,-122.305,2240
1003600056,2014-10-24,239000.0,4,2.0,1370,8837.0,1.5,0,1,3,7.0,1370.0,0,1955.0,98188,47.4386,-122.285,1360
9285800755,2014-07-14,515000.0,3,2.5,1540,6100.0,1.0,0,1,3,6.0,770.0,770,1944.0,98126,47.5696,-122.378,1710
304100090,2014-07-22,215000.0,4,2.25,1500,5393.0,2.0,0,1,3,7.0,1500.0,0,1999.0,98001,47.3378,-122.262,1500
7227800110,2015-04-09,315000.0,6,2.0,1750,17685.0,1.0,0,1,4,5.0,1750.0,0,1943.0,98056,47.5096,-122.178,1750
7507500015,2014-07-30,442500.0,3,1.5,1800,8303.0,1.0,0,1,3,7.0,1200.0,600,1957.0,98133,47.7693,-122.357,1800
621069146,2014-08-18,311000.0,2,1.75,1180,55321.0,1.0,0,1,3,8.0,1180.0,0,1941.0,98042,47.3329,-122.091,1480
263000164,2014-12-17,425000.0,2,1.0,830,6030.0,1.0,0,1,4,6.0,830.0,0,1925.0,98103,47.6994,-122.347,1280
263000291,2014-09-04,433500.0,3,1.75,1540,9450.0,1.0,0,1,4,6.0,1040.0,500,1919.0,98103,47.6985,-122.348,1200
1566100625,2014-08-04,450000.0,3,2.25,1610,8296.0,2.0,0,1,3,8.0,1610.0,0,1978.0,98115,47.7,-122.297,1610
8861500015,2014-05-20,675000.0,3,2.25,1990,10260.0,2.0,0,1,4,8.0,1990.0,0,1987.0,98052,47.6801,-122.115,1990
8961990090,2014-06-24,535000.0,3,2.5,2070,4132.0,2.0,0,1,3,8.0,2070.0,0,1999.0,98074,47.6036,-122.015,1530
3584900090,2014-06-13,577000.0,3,1.75,1760,12874.0,1.0,0,1,4,7.0,1230.0,530,1967.0,98005,47.5906,-122.167,1950
8902000407,2014-12-17,480000.0,3,1.75,1740,8528.0,1.0,0,1,4,7.0,1290.0,450,1939.0,98125,47.7097,-122.303,1610
3026059014,2015-01-12,400000.0,3,1.5,1950,4473.0,1.0,0,1,4,6.0,1530.0,420,1914.0,98034,47.7094,-122.228,2670
7304300906,2014-06-13,304000.0,3,1.0,1280,8184.0,1.5,0,1,4,6.0,1280.0,0,1947.0,98155,47.7467,-122.319,1120
8155820110,2015-03-25,355000.0,3,1.75,1460,7203.0,1.0,0,1,3,7.0,1460.0,0,1990.0,98056,47.5049,-122.189,1570
1825069031,2014-08-14,550000.0,4,1.75,2410,8447.0,2.0,0,4,4,8.0,2060.0,350,1936.0,98074,47.6499,-122.088,2520
1825069031,2014-08-14,550000.0,4,1.75,2410,8447.0,2.0,0,4,4,8.0,2060.0,350,1936.0,98074,47.6499,-122.088,2520
1825069031,2014-10-16,550000.0,4,1.75,2410,8447.0,2.0,0,4,4,8.0,2060.0,350,1936.0,98074,47.6499,-122.088,2520
1825069031,2014-10-16,550000.0,4,1.75,2410,8447.0,2.0,0,4,4,8.0,2060.0,350,1936.0,98074,47.6499,-122.088,2520
3348401584,2014-08-21,210000.0,3,1.75,1400,7300.0,2.0,0,1,3,6.0,1400.0,0,1948.0,98178,47.4999,-122.268,1440
8029500100,2015-02-26,317000.0,3,2.5,2100,7587.0,2.0,0,1,3,9.0,2100.0,0,1990.0,98023,47.3072,-122.391,2330
1457500026,2014-06-16,265000.0,3,1.0,1000,9150.0,1.0,0,1,3,7.0,1000.0,0,1969.0,98059,47.4829,-122.124,1490
7215730590,2014-09-02,700000.0,4,3.5,3150,6175.0,2.0,0,1,3,9.0,3150.0,0,2001.0,98075,47.5966,-122.017,3150
7525530100,2014-09-08,1020000.0,5,3.5,4180,17841.0,2.0,0,3,3,10.0,3160.0,1020,1990.0,98075,47.5618,-122.037,3260
1925059194,2014-12-09,1145000.0,4,2.25,2840,20242.0,1.0,0,1,3,8.0,2240.0,600,1972.0,98004,47.639,-122.216,2840
5561401110,2014-06-27,460000.0,4,2.5,2110,35091.0,1.0,0,1,4,8.0,1290.0,820,1985.0,98027,47.467,-122.014,2740
7173700524,2014-09-24,410000.0,2,1.5,1660,4000.0,1.0,0,1,3,7.0,1000.0,660,1950.0,98115,47.6832,-122.304,1570
9828202215,2014-09-05,665000.0,4,3.0,2160,4400.0,1.0,0,1,5,7.0,1320.0,840,1921.0,98122,47.6163,-122.293,1430
4113800300,2015-04-14,600000.0,4,2.5,2420,7744.0,2.0,0,1,3,9.0,2420.0,0,1994.0,98056,47.534,-122.18,2820
6145600855,2015-05-04,502000.0,4,1.75,1920,3844.0,1.0,0,1,3,7.0,1170.0,750,1967.0,98133,47.7041,-122.353,1480
2130702350,2014-06-04,364950.0,4,2.5,2310,8030.0,2.0,0,1,3,7.0,2310.0,0,1978.0,98019,47.7433,-121.982,1780
8815400735,2014-05-29,680000.0,3,2.25,2330,4000.0,1.5,0,3,5,7.0,1520.0,810,1927.0,98115,47.6732,-122.29,1870
5152600090,2014-07-08,235500.0,5,2.5,2340,13713.0,1.0,0,1,2,8.0,1670.0,670,1967.0,98003,47.3307,-122.324,2080
7852090750,2014-07-21,576000.0,4,2.5,2590,5756.0,2.0,0,1,3,8.0,2590.0,0,2001.0,98065,47.5356,-121.875,2620
2488200459,2014-05-05,405000.0,2,3.0,1410,1240.0,2.0,0,1,3,8.0,1140.0,270,2006.0,98136,47.5221,-122.39,1410
8035600590,2014-07-16,335000.0,3,2.75,2850,8039.0,1.0,0,1,4,8.0,1540.0,1310,1989.0,98031,47.4141,-122.204,2240
4438000165,2015-04-20,122000.0,2,1.0,730,6728.0,1.0,0,1,3,6.0,730.0,0,1953.0,98148,47.4275,-122.324,1170
6744700423,2014-06-06,432000.0,3,1.75,1470,6250.0,1.0,0,4,4,7.0,1070.0,400,1939.0,98155,47.7394,-122.288,2630
2473002100,2014-08-27,375000.0,4,2.25,2330,11400.0,1.0,0,1,4,8.0,2330.0,0,1974.0,98058,47.4495,-122.148,2640
4399200245,2014-06-25,276000.0,4,2.25,2460,11250.0,1.0,0,1,4,8.0,2460.0,0,1959.0,98002,47.3182,-122.212,1630
1326059085,2014-07-21,450000.0,3,2.25,2080,111513.0,1.5,0,1,3,8.0,1680.0,400,1977.0,98072,47.7403,-122.112,2440
6324000090,2015-05-11,210000.0,2,1.0,990,8140.0,1.0,0,1,1,6.0,990.0,0,1910.0,98116,47.5828,-122.382,2150
9542830600,2014-11-21,279000.0,3,2.5,1450,4106.0,2.0,0,1,3,7.0,1450.0,0,2011.0,98038,47.3655,-122.019,2000
2767604580,2015-02-23,635000.0,3,1.75,1340,3900.0,2.0,0,1,5,7.0,1340.0,0,1900.0,98107,47.6711,-122.379,1470
662310900,2015-02-20,350000.0,3,2.5,2730,7372.0,2.0,0,1,3,9.0,2730.0,0,1998.0,98023,47.2831,-122.346,2710
1432600100,2014-09-24,218000.0,3,1.0,1140,7560.0,1.0,0,1,4,6.0,1140.0,0,1958.0,98058,47.4624,-122.185,1300
8928100025,2015-03-24,750000.0,4,1.5,1950,6300.0,1.5,0,2,3,7.0,1650.0,300,1944.0,98115,47.6819,-122.271,1760
1221039058,2015-02-13,310597.0,4,1.75,2000,25700.0,1.0,0,1,4,7.0,1150.0,850,1958.0,98023,47.32,-122.362,2420
3840700600,2015-04-01,355000.0,3,1.0,900,37800.0,1.0,0,1,4,5.0,700.0,200,1923.0,98034,47.7146,-122.234,1750
8691410100,2014-05-27,735000.0,5,2.75,3390,5211.0,2.0,0,1,3,9.0,3390.0,0,2004.0,98075,47.5977,-121.981,3210
7883607645,2014-06-02,155000.0,1,1.0,720,6000.0,1.0,0,1,3,6.0,720.0,0,1940.0,98108,47.5266,-122.316,1040
9435300051,2014-06-11,354000.0,3,1.0,940,10368.0,1.0,0,1,3,7.0,940.0,0,1965.0,98052,47.6608,-122.133,2090
6179900090,2015-05-07,415000.0,3,1.75,1770,10513.0,1.0,0,1,4,7.0,1400.0,370,1982.0,98028,47.7726,-122.266,2070
6840700165,2014-07-01,202000.0,1,1.0,590,833.0,1.0,0,1,4,7.0,590.0,0,1926.0,98122,47.6082,-122.299,780
2768301217,2015-05-06,580000.0,3,2.5,1980,1873.0,2.0,0,1,3,7.0,1470.0,510,1996.0,98107,47.6659,-122.369,1500
629000615,2014-10-22,1495000.0,4,3.25,3070,10375.0,2.0,0,1,3,10.0,2180.0,890,1962.0,98004,47.5862,-122.198,2500
7852020590,2015-03-05,499900.0,3,2.5,2100,5112.0,2.0,0,1,3,8.0,2100.0,0,1999.0,98065,47.5338,-121.867,2100
2023039160,2015-04-23,525000.0,4,2.25,2620,98881.0,1.0,0,1,3,7.0,1820.0,800,1952.0,9807,47.4662,-122.453,1728
